{'sf': 'dile', 'freq': '1529', 'analysis': 'Stem-dat', 'segmentation': 'dil-e', 'ur': 'dil-A', 'predicted_sr': 'dil-A'}
{'sf': 'plɑnlɑrɯ', 'freq': '405', 'analysis': 'Stem-pl-p3s', 'segmentation': 'plɑn-lɑr-ɯ', 'ur': 'plɑn-lAr-H', 'predicted_sr': 'plɑn-lAr-I'}
{'sf': 'jɑpɯdɑ', 'freq': '405', 'analysis': 'Stem-loc', 'segmentation': 'jɑpɯ-dɑ', 'ur': 'jɑpɯ-dA', 'predicted_sr': 'jɑpɯ-dA'}
{'sf': 'nitelikleri', 'freq': '402', 'analysis': 'Stem-pl-p3s', 'segmentation': 'nitelik-ler-i', 'ur': 'nitelik-lAr-H', 'predicted_sr': 'nitelik-lAr-I'}
{'sf': 'kelimeler', 'freq': '400', 'analysis': 'Stem-pl', 'segmentation': 'kelime-ler', 'ur': 'kelime-lAr', 'predicted_sr': 'kelime-lAr'}
{'sf': 'orgɑnlɑrɯ', 'freq': '399', 'analysis': 'Stem-pl-p3s', 'segmentation': 'orgɑn-lɑr-ɯ', 'ur': 'orgɑn-lAr-H', 'predicted_sr': 'orgɑn-lAr-I'}
{'sf': 'bulmɑ', 'freq': '397', 'analysis': 'Stem-vn:inf', 'segmentation': 'bul-mɑ', 'ur': 'bul-mA', 'predicted_sr': 'bul-mA'}
{'sf': 'dikkɑti', 'freq': '397', 'analysis': 'Stem-p3s', 'segmentation': 'dikkɑt-i', 'ur': 'dikkɑt-H', 'predicted_sr': 'dikkɑt-ɯ'}
{'sf': 'sistemlerin', 'freq': '397', 'analysis': 'Stem-pl-gen', 'segmentation': 'sistem-ler-in', 'ur': 'sistem-lAr-Hn', 'predicted_sr': 'sistem-lAr-In'}
{'sf': 'pɑzɑrɑ', 'freq': '396', 'analysis': 'Stem-dat', 'segmentation': 'pɑzɑr-ɑ', 'ur': 'pɑzɑr-A', 'predicted_sr': 'pɑzɑr-A'}
{'sf': 'jɑzmɑ', 'freq': '396', 'analysis': 'Stem-vn:inf', 'segmentation': 'jɑz-mɑ', 'ur': 'jɑz-mA', 'predicted_sr': 'jɑz-mA'}
{'sf': 'bɑʃtɑn', 'freq': '395', 'analysis': 'Stem-abl', 'segmentation': 'bɑʃ-tɑn', 'ur': 'bɑʃ-dAn', 'predicted_sr': 'bɑʃ-dAn'}
{'sf': 'isimleri', 'freq': '395', 'analysis': 'Stem-pl-acc', 'segmentation': 'isim-ler-i', 'ur': 'isim-lAr-H', 'predicted_sr': 'isim-lAr-I'}
{'sf': 'konumu', 'freq': '395', 'analysis': 'Stem-p3s', 'segmentation': 'konum-u', 'ur': 'konum-H', 'predicted_sr': 'konum-U'}
{'sf': 'jɑpmɑnɯz', 'freq': '394', 'analysis': 'Stem-vn:inf-p2p', 'segmentation': 'jɑp-mɑ-nɯz', 'ur': 'jɑp-mA-nHz', 'predicted_sr': 'jɑp-mA-nIz'}
{'sf': 'pɑrtiler', 'freq': '392', 'analysis': 'Stem-pl', 'segmentation': 'pɑrti-ler', 'ur': 'pɑrti-lAr', 'predicted_sr': 'pɑrti-lAr'}
{'sf': 'hɑzɯrlɑmɑ', 'freq': '391', 'analysis': 'Stem-la-vn:inf', 'segmentation': 'hɑzɯr-lɑ-mɑ', 'ur': 'hɑzɯr-lA-mA', 'predicted_sr': 'hɑzɯr-lA-mA'}
{'sf': 'yste', 'freq': '388', 'analysis': 'Stem-dat', 'segmentation': 'yst-e', 'ur': 'yst-A', 'predicted_sr': 'yst-A'}
{'sf': 'doɰumlu', 'freq': '387', 'analysis': 'Stem-li', 'segmentation': 'doɰum-lu', 'ur': 'doɰum-lH', 'predicted_sr': 'doɰum-lU'}
{'sf': 'noktɑlɑrɯ', 'freq': '387', 'analysis': 'Stem-pl-p3s', 'segmentation': 'noktɑ-lɑr-ɯ', 'ur': 'noktɑ-lAr-H', 'predicted_sr': 'noktɑ-lAr-I'}
{'sf': 'okullɑrdɑ', 'freq': '387', 'analysis': 'Stem-pl-loc', 'segmentation': 'okul-lɑr-dɑ', 'ur': 'okul-lAr-dA', 'predicted_sr': 'okul-lAr-dA'}
{'sf': 'bølymler', 'freq': '386', 'analysis': 'Stem-pl', 'segmentation': 'bølym-ler', 'ur': 'bølym-lAr', 'predicted_sr': 'bølym-lAr'}
{'sf': 'dɑvrɑnɯʃlɑrɯ', 'freq': '386', 'analysis': 'Stem-vn:yis-pl-p3s', 'segmentation': 'dɑvrɑn-ɯʃ-lɑr-ɯ', 'ur': 'dɑvrɑn-Hʃ-lAr-H', 'predicted_sr': 'dɑvrɑn-ɯʃ-lAr-I'}
{'sf': 'devletleri', 'freq': '386', 'analysis': 'Stem-pl-p3s', 'segmentation': 'devlet-ler-i', 'ur': 'devlet-lAr-H', 'predicted_sr': 'devlet-lAr-I'}
{'sf': 'sɑjfɑlɑrɯ', 'freq': '385', 'analysis': 'Stem-pl-p3s', 'segmentation': 'sɑjfɑ-lɑr-ɯ', 'ur': 'sɑjfɑ-lAr-H', 'predicted_sr': 'sɑjfɑ-lAr-I'}
{'sf': 'ʃɑrtlɑrdɑ', 'freq': '384', 'analysis': 'Stem-pl-loc', 'segmentation': 'ʃɑrt-lɑr-dɑ', 'ur': 'ʃɑrt-lAr-dA', 'predicted_sr': 'ʃɑrt-lAr-dA'}
{'sf': 'iʃlerde', 'freq': '384', 'analysis': 'Stem-pl-loc', 'segmentation': 'iʃ-ler-de', 'ur': 'iʃ-lAr-dA', 'predicted_sr': 'iʃ-lAr-dA'}
{'sf': 'ʃejden', 'freq': '382', 'analysis': 'Stem-abl', 'segmentation': 'ʃej-den', 'ur': 'ʃej-dAn', 'predicted_sr': 'ʃej-dAn'}
{'sf': 'kimsee', 'freq': '382', 'analysis': 'Stem-dat', 'segmentation': 'kimse-e', 'ur': 'kimse-A', 'predicted_sr': 'kimse-A'}
{'sf': 'mɑlzemelerin', 'freq': '382', 'analysis': 'Stem-pl-gen', 'segmentation': 'mɑlzeme-ler-in', 'ur': 'mɑlzeme-lAr-Hn', 'predicted_sr': 'mɑlzeme-lAr-In'}
{'sf': 'jønetiʤiler', 'freq': '380', 'analysis': 'Stem-pl', 'segmentation': 'jønetiʤi-ler', 'ur': 'jønetiʤi-lAr', 'predicted_sr': 'jønetiʤi-lAr'}
{'sf': 'kɑlmɑɯ', 'freq': '379', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'kɑl-mɑ-ɯ', 'ur': 'kɑl-mA-H', 'predicted_sr': 'kɑl-mA-I'}
{'sf': 'olmɑɯɯn', 'freq': '379', 'analysis': 'Stem-vn:inf-p3s-gen', 'segmentation': 'ol-mɑ-ɯ-ɯn', 'ur': 'ol-mA-H-Hn', 'predicted_sr': 'ol-mA-I-In'}
{'sf': 'birejlerin', 'freq': '377', 'analysis': 'Stem-pl-gen', 'segmentation': 'birej-ler-in', 'ur': 'birej-lAr-Hn', 'predicted_sr': 'birej-lAr-In'}
{'sf': 'bølymyn', 'freq': '376', 'analysis': 'Stem-gen', 'segmentation': 'bølym-yn', 'ur': 'bølym-Hn', 'predicted_sr': 'bølym-Un'}
{'sf': 'sɑtɯʃɑ', 'freq': '375', 'analysis': 'Stem-vn:yis-dat', 'segmentation': 'sɑt-ɯʃ-ɑ', 'ur': 'sɑt-Hʃ-A', 'predicted_sr': 'sɑt-ɯʃ-A'}
{'sf': 'jyky', 'freq': '374', 'analysis': 'Stem-p3s', 'segmentation': 'jyk-y', 'ur': 'jyk-H', 'predicted_sr': 'jyk-U'}
{'sf': 'okullɑr', 'freq': '372', 'analysis': 'Stem-pl', 'segmentation': 'okul-lɑr', 'ur': 'okul-lAr', 'predicted_sr': 'okul-lAr'}
{'sf': 'syreler', 'freq': '372', 'analysis': 'Stem-pl', 'segmentation': 'syre-ler', 'ur': 'syre-lAr', 'predicted_sr': 'syre-lAr'}
{'sf': 'ulɑʃɑn', 'freq': '372', 'analysis': 'Stem-part:pres', 'segmentation': 'ulɑʃ-ɑn', 'ur': 'ulɑʃ-An', 'predicted_sr': 'ulɑʃ-An'}
{'sf': 'progrɑmlɑrɯn', 'freq': '371', 'analysis': 'Stem-pl-gen', 'segmentation': 'progrɑm-lɑr-ɯn', 'ur': 'progrɑm-lAr-Hn', 'predicted_sr': 'progrɑm-lAr-In'}
{'sf': 'syreʧte', 'freq': '371', 'analysis': 'Stem-loc', 'segmentation': 'syreʧ-te', 'ur': 'syreʧ-dA', 'predicted_sr': 'syreʧ-dA'}
{'sf': 'uzmɑnlɑrɯ', 'freq': '371', 'analysis': 'Stem-pl-p3s', 'segmentation': 'uzmɑn-lɑr-ɯ', 'ur': 'uzmɑn-lAr-H', 'predicted_sr': 'uzmɑn-lAr-I'}
{'sf': 'hyʤreler', 'freq': '370', 'analysis': 'Stem-pl', 'segmentation': 'hyʤre-ler', 'ur': 'hyʤre-lAr', 'predicted_sr': 'hyʤre-lAr'}
{'sf': 'fɑɑlijetleriin', 'freq': '369', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'fɑɑlijet-ler-i-in', 'ur': 'fɑɑlijet-lAr-H-Hn', 'predicted_sr': 'fɑɑlijet-lAr-I-In'}
{'sf': 'orgɑnizɑsjonu', 'freq': '369', 'analysis': 'Stem-p3s', 'segmentation': 'orgɑnizɑsjon-u', 'ur': 'orgɑnizɑsjon-H', 'predicted_sr': 'orgɑnizɑsjon-U'}
{'sf': 'søzleri', 'freq': '368', 'analysis': 'Stem-pl-p3s', 'segmentation': 'søz-ler-i', 'ur': 'søz-lAr-H', 'predicted_sr': 'søz-lAr-I'}
{'sf': 'døneme', 'freq': '367', 'analysis': 'Stem-dat', 'segmentation': 'dønem-e', 'ur': 'dønem-A', 'predicted_sr': 'dønem-A'}
{'sf': 'hɑvɑdɑ', 'freq': '366', 'analysis': 'Stem-loc', 'segmentation': 'hɑvɑ-dɑ', 'ur': 'hɑvɑ-dA', 'predicted_sr': 'hɑvɑ-dA'}
{'sf': 'kɑdɯnlɑrdɑ', 'freq': '365', 'analysis': 'Stem-pl-loc', 'segmentation': 'kɑdɯn-lɑr-dɑ', 'ur': 'kɑdɯn-lAr-dA', 'predicted_sr': 'kɑdɯn-lAr-dA'}
{'sf': 'rɑporun', 'freq': '365', 'analysis': 'Stem-gen', 'segmentation': 'rɑpor-un', 'ur': 'rɑpor-Hn', 'predicted_sr': 'rɑpor-Un'}
{'sf': 'tytynyn', 'freq': '365', 'analysis': 'Stem-gen', 'segmentation': 'tytyn-yn', 'ur': 'tytyn-Hn', 'predicted_sr': 'tytyn-Un'}
{'sf': 'sɑnɑtlɑr', 'freq': '364', 'analysis': 'Stem-pl', 'segmentation': 'sɑnɑt-lɑr', 'ur': 'sɑnɑt-lAr', 'predicted_sr': 'sɑnɑt-lAr'}
{'sf': 'hekimlerin', 'freq': '363', 'analysis': 'Stem-pl-gen', 'segmentation': 'hekim-ler-in', 'ur': 'hekim-lAr-Hn', 'predicted_sr': 'hekim-lAr-In'}
{'sf': 'merkezde', 'freq': '362', 'analysis': 'Stem-loc', 'segmentation': 'merkez-de', 'ur': 'merkez-dA', 'predicted_sr': 'merkez-dA'}
{'sf': 'ʧɯkɑrɑk', 'freq': '361', 'analysis': 'Stem-cv:erek', 'segmentation': 'ʧɯk-ɑrɑk', 'ur': 'ʧɯk-ArAk', 'predicted_sr': 'ʧɯk-ArAk'}
{'sf': 'kullɑnɯʤɯɑ', 'freq': '360', 'analysis': 'Stem-lan-yici-dat', 'segmentation': 'kul-lɑn-ɯʤɯ-ɑ', 'ur': 'kul-lAn-HʤH-A', 'predicted_sr': 'kul-lAn-IʤI-A'}
{'sf': 'jɑzɯlɑrɯ', 'freq': '360', 'analysis': 'Stem-pl-p3s', 'segmentation': 'jɑzɯ-lɑr-ɯ', 'ur': 'jɑzɯ-lAr-H', 'predicted_sr': 'jɑzɯ-lAr-I'}
{'sf': 'jykly', 'freq': '359', 'analysis': 'Stem-li', 'segmentation': 'jyk-ly', 'ur': 'jyk-lH', 'predicted_sr': 'jyk-lU'}
{'sf': 'personele', 'freq': '357', 'analysis': 'Stem-dat', 'segmentation': 'personel-e', 'ur': 'personel-A', 'predicted_sr': 'personel-A'}
{'sf': 'kyreselleʃme', 'freq': '356', 'analysis': 'Stem-sal-las-vn:inf', 'segmentation': 'kyre-sel-leʃ-me', 'ur': 'kyre-sAl-lAʃ-mA', 'predicted_sr': 'kyre-sAl-lAʃ-mA'}
{'sf': 'kɑlitede', 'freq': '355', 'analysis': 'Stem-loc', 'segmentation': 'kɑlite-de', 'ur': 'kɑlite-dA', 'predicted_sr': 'kɑlite-dA'}
{'sf': 'hukukun', 'freq': '354', 'analysis': 'Stem-gen', 'segmentation': 'hukuk-un', 'ur': 'hukuk-Hn', 'predicted_sr': 'hukuk-Un'}
{'sf': 'kɑpsɑmdɑ', 'freq': '354', 'analysis': 'Stem-loc', 'segmentation': 'kɑpsɑm-dɑ', 'ur': 'kɑpsɑm-dA', 'predicted_sr': 'kɑpsɑm-dA'}
{'sf': 'ønʤeleri', 'freq': '353', 'analysis': 'Stem-pl-p3s', 'segmentation': 'ønʤe-ler-i', 'ur': 'ønʤe-lAr-H', 'predicted_sr': 'ønʤe-lAr-I'}
{'sf': 'dyzejleri', 'freq': '353', 'analysis': 'Stem-pl-p3s', 'segmentation': 'dyzej-ler-i', 'ur': 'dyzej-lAr-H', 'predicted_sr': 'dyzej-lAr-I'}
{'sf': 'iʃʧilerin', 'freq': '353', 'analysis': 'Stem-pl-gen', 'segmentation': 'iʃʧi-ler-in', 'ur': 'iʃʧi-lAr-Hn', 'predicted_sr': 'iʃʧi-lAr-In'}
{'sf': 'nolu', 'freq': '353', 'analysis': 'Stem-li', 'segmentation': 'no-lu', 'ur': 'no-lH', 'predicted_sr': 'no-lU'}
{'sf': 'ʧoklu', 'freq': '352', 'analysis': 'Stem-li', 'segmentation': 'ʧok-lu', 'ur': 'ʧok-lH', 'predicted_sr': 'ʧok-lU'}
{'sf': 'noktɑlɑr', 'freq': '352', 'analysis': 'Stem-pl', 'segmentation': 'noktɑ-lɑr', 'ur': 'noktɑ-lAr', 'predicted_sr': 'noktɑ-lAr'}
{'sf': 'dernekler', 'freq': '351', 'analysis': 'Stem-pl', 'segmentation': 'dernek-ler', 'ur': 'dernek-lAr', 'predicted_sr': 'dernek-lAr'}
{'sf': 'plɑnlɑnɑn', 'freq': '351', 'analysis': 'Stem-lan-part:pres', 'segmentation': 'plɑn-lɑn-ɑn', 'ur': 'plɑn-lAn-An', 'predicted_sr': 'plɑn-lAn-An'}
{'sf': 'ɑlmɑdɑn', 'freq': '350', 'analysis': 'Stem-vn:inf-abl', 'segmentation': 'ɑl-mɑ-dɑn', 'ur': 'ɑl-mA-dAn', 'predicted_sr': 'ɑl-mA-dAn'}
{'sf': 'bɑʃɑrɯɑ', 'freq': '350', 'analysis': 'Stem-dat', 'segmentation': 'bɑʃɑrɯ-ɑ', 'ur': 'bɑʃɑrɯ-A', 'predicted_sr': 'bɑʃɑrɯ-A'}
{'sf': 'koʃulu', 'freq': '350', 'analysis': 'Stem-p3s', 'segmentation': 'koʃul-u', 'ur': 'koʃul-H', 'predicted_sr': 'koʃul-U'}
{'sf': 'kurullɑrɯ', 'freq': '350', 'analysis': 'Stem-pl-p3s', 'segmentation': 'kurul-lɑr-ɯ', 'ur': 'kurul-lAr-H', 'predicted_sr': 'kurul-lAr-I'}
{'sf': 'dinlenme', 'freq': '349', 'analysis': 'Stem-vn:inf', 'segmentation': 'dinlen-me', 'ur': 'dinlen-mA', 'predicted_sr': 'dinlen-mA'}
{'sf': 'ortɑmɑ', 'freq': '347', 'analysis': 'Stem-dat', 'segmentation': 'ortɑm-ɑ', 'ur': 'ortɑm-A', 'predicted_sr': 'ortɑm-A'}
{'sf': 'bɑʃlɑmɑ', 'freq': '346', 'analysis': 'Stem-vn:inf', 'segmentation': 'bɑʃlɑ-mɑ', 'ur': 'bɑʃlɑ-mA', 'predicted_sr': 'bɑʃlɑ-mA'}
{'sf': 'okullɑrɯ', 'freq': '346', 'analysis': 'Stem-pl-p3s', 'segmentation': 'okul-lɑr-ɯ', 'ur': 'okul-lAr-H', 'predicted_sr': 'okul-lAr-I'}
{'sf': 'bølyme', 'freq': '345', 'analysis': 'Stem-dat', 'segmentation': 'bølym-e', 'ur': 'bølym-A', 'predicted_sr': 'bølym-A'}
{'sf': 'hɑberleri', 'freq': '345', 'analysis': 'Stem-pl-acc', 'segmentation': 'hɑber-ler-i', 'ur': 'hɑber-lAr-H', 'predicted_sr': 'hɑber-lAr-I'}
{'sf': 'hɑstɑnede', 'freq': '345', 'analysis': 'Stem-loc', 'segmentation': 'hɑstɑne-de', 'ur': 'hɑstɑne-dA', 'predicted_sr': 'hɑstɑne-dA'}
{'sf': 'politikɑlɑr', 'freq': '344', 'analysis': 'Stem-pl', 'segmentation': 'politikɑ-lɑr', 'ur': 'politikɑ-lAr', 'predicted_sr': 'politikɑ-lAr'}
{'sf': 'proʒede', 'freq': '342', 'analysis': 'Stem-loc', 'segmentation': 'proʒe-de', 'ur': 'proʒe-dA', 'predicted_sr': 'proʒe-dA'}
{'sf': 'ɑdɑmlɑrɯ', 'freq': '341', 'analysis': 'Stem-pl-p3s', 'segmentation': 'ɑdɑm-lɑr-ɯ', 'ur': 'ɑdɑm-lAr-H', 'predicted_sr': 'ɑdɑm-lAr-I'}
{'sf': 'kitɑptɑ', 'freq': '341', 'analysis': 'Stem-loc', 'segmentation': 'kitɑp-tɑ', 'ur': 'kitɑp-dA', 'predicted_sr': 'kitɑp-dA'}
{'sf': 'bulgulɑrɯ', 'freq': '340', 'analysis': 'Stem-pl-p3s', 'segmentation': 'bulgu-lɑr-ɯ', 'ur': 'bulgu-lAr-H', 'predicted_sr': 'bulgu-lAr-I'}
{'sf': 'hɑstɑlɯklɑrɯn', 'freq': '339', 'analysis': 'Stem-pl-gen', 'segmentation': 'hɑstɑlɯk-lɑr-ɯn', 'ur': 'hɑstɑlɯk-lAr-Hn', 'predicted_sr': 'hɑstɑlɯk-lAr-In'}
{'sf': 'søzler', 'freq': '339', 'analysis': 'Stem-pl', 'segmentation': 'søz-ler', 'ur': 'søz-lAr', 'predicted_sr': 'søz-lAr'}
{'sf': 'kiʃilerde', 'freq': '338', 'analysis': 'Stem-pl-loc', 'segmentation': 'kiʃi-ler-de', 'ur': 'kiʃi-lAr-dA', 'predicted_sr': 'kiʃi-lAr-dA'}
{'sf': 'jyryyʃ', 'freq': '337', 'analysis': 'Stem-vn:yis', 'segmentation': 'jyry-yʃ', 'ur': 'jyry-Hʃ', 'predicted_sr': 'jyry-Uʃ'}
{'sf': 'ɑrɑpʧɑ', 'freq': '336', 'analysis': 'Stem-ca', 'segmentation': 'ɑrɑp-ʧɑ', 'ur': 'ɑrɑp-ʧA', 'predicted_sr': 'ɑrɑp-ʧA'}
{'sf': 'gøzy', 'freq': '336', 'analysis': 'Stem-p3s', 'segmentation': 'gøz-y', 'ur': 'gøz-H', 'predicted_sr': 'gøz-U'}
{'sf': 'køjyn', 'freq': '336', 'analysis': 'Stem-gen', 'segmentation': 'køj-yn', 'ur': 'køj-Hn', 'predicted_sr': 'køj-Un'}
{'sf': 'mɑddee', 'freq': '336', 'analysis': 'Stem-dat', 'segmentation': 'mɑdde-e', 'ur': 'mɑdde-A', 'predicted_sr': 'mɑdde-A'}
{'sf': 'ʧɯkɑrmɑ', 'freq': '335', 'analysis': 'Stem-vn:inf', 'segmentation': 'ʧɯkɑr-mɑ', 'ur': 'ʧɯkɑr-mA', 'predicted_sr': 'ʧɯkɑr-mA'}
{'sf': 'ɑlmɑɯ', 'freq': '335', 'analysis': 'Stem-vn:inf-acc', 'segmentation': 'ɑl-mɑ-ɯ', 'ur': 'ɑl-mA-H', 'predicted_sr': 'ɑl-mA-I'}
{'sf': 'stɑndɑrtlɑr', 'freq': '333', 'analysis': 'Stem-pl', 'segmentation': 'stɑndɑrt-lɑr', 'ur': 'stɑndɑrt-lAr', 'predicted_sr': 'stɑndɑrt-lAr'}
{'sf': 'silme', 'freq': '331', 'analysis': 'Stem-vn:inf', 'segmentation': 'sil-me', 'ur': 'sil-mA', 'predicted_sr': 'sil-mA'}
{'sf': 'vɑdede', 'freq': '329', 'analysis': 'Stem-loc', 'segmentation': 'vɑde-de', 'ur': 'vɑde-dA', 'predicted_sr': 'vɑde-dA'}
{'sf': 'ɑrɑʧlɑrɯn', 'freq': '326', 'analysis': 'Stem-pl-gen', 'segmentation': 'ɑrɑʧ-lɑr-ɯn', 'ur': 'ɑrɑʧ-lAr-Hn', 'predicted_sr': 'ɑrɑʧ-lAr-In'}
{'sf': 'getirerek', 'freq': '326', 'analysis': 'Stem-cv:erek', 'segmentation': 'getir-erek', 'ur': 'getir-ArAk', 'predicted_sr': 'getir-ArAk'}
{'sf': 'mesɑʒlɑr', 'freq': '326', 'analysis': 'Stem-pl', 'segmentation': 'mesɑʒ-lɑr', 'ur': 'mesɑʒ-lAr', 'predicted_sr': 'mesɑʒ-lAr'}
{'sf': 'dɯʃɑrɯɑ', 'freq': '325', 'analysis': 'Stem-dat', 'segmentation': 'dɯʃɑrɯ-ɑ', 'ur': 'dɯʃɑrɯ-A', 'predicted_sr': 'dɯʃɑrɯ-A'}
{'sf': 'dyʃynme', 'freq': '325', 'analysis': 'Stem-vn:inf', 'segmentation': 'dyʃyn-me', 'ur': 'dyʃyn-mA', 'predicted_sr': 'dyʃyn-mA'}
{'sf': 'yʤretler', 'freq': '324', 'analysis': 'Stem-pl', 'segmentation': 'yʤret-ler', 'ur': 'yʤret-lAr', 'predicted_sr': 'yʤret-lAr'}
{'sf': 'gɑzetede', 'freq': '324', 'analysis': 'Stem-loc', 'segmentation': 'gɑzete-de', 'ur': 'gɑzete-dA', 'predicted_sr': 'gɑzete-dA'}
{'sf': 'konuʃɑn', 'freq': '324', 'analysis': 'Stem-part:pres', 'segmentation': 'konuʃ-ɑn', 'ur': 'konuʃ-An', 'predicted_sr': 'konuʃ-An'}
{'sf': 'kɑjɯtlɑr', 'freq': '323', 'analysis': 'Stem-pl', 'segmentation': 'kɑjɯt-lɑr', 'ur': 'kɑjɯt-lAr', 'predicted_sr': 'kɑjɯt-lAr'}
{'sf': 'gøly', 'freq': '322', 'analysis': 'Stem-p3s', 'segmentation': 'gøl-y', 'ur': 'gøl-H', 'predicted_sr': 'gøl-U'}
{'sf': 'resimleri', 'freq': '320', 'analysis': 'Stem-pl-p3s', 'segmentation': 'resim-ler-i', 'ur': 'resim-lAr-H', 'predicted_sr': 'resim-lAr-I'}
{'sf': 'tɑsɑrrufu', 'freq': '320', 'analysis': 'Stem-p3s', 'segmentation': 'tɑsɑrruf-u', 'ur': 'tɑsɑrruf-H', 'predicted_sr': 'tɑsɑrruf-U'}
{'sf': 'toplɑnmɑɯ', 'freq': '318', 'analysis': 'Stem-vn:inf-p3s', 'segmentation': 'toplɑn-mɑ-ɯ', 'ur': 'toplɑn-mA-H', 'predicted_sr': 'toplɑn-mA-I'}
{'sf': 'derslere', 'freq': '317', 'analysis': 'Stem-pl-dat', 'segmentation': 'ders-ler-e', 'ur': 'ders-lAr-A', 'predicted_sr': 'ders-lAr-A'}
{'sf': 'kendime', 'freq': '315', 'analysis': 'Stem-p1s-dat', 'segmentation': 'kendi-m-e', 'ur': 'kendi-m-A', 'predicted_sr': 'kendi-m-A'}
{'sf': 'jɑsɑlɑr', 'freq': '315', 'analysis': 'Stem-pl', 'segmentation': 'jɑsɑ-lɑr', 'ur': 'jɑsɑ-lAr', 'predicted_sr': 'jɑsɑ-lAr'}
{'sf': 'kendinize', 'freq': '314', 'analysis': 'Stem-p2p-dat', 'segmentation': 'kendi-niz-e', 'ur': 'kendi-nHz-A', 'predicted_sr': 'kendi-niz-A'}
{'sf': 'jetkililer', 'freq': '314', 'analysis': 'Stem-li-pl', 'segmentation': 'jetki-li-ler', 'ur': 'jetki-lH-lAr', 'predicted_sr': 'jetki-li-lAr'}
{'sf': 'ʧekme', 'freq': '313', 'analysis': 'Stem-vn:inf', 'segmentation': 'ʧek-me', 'ur': 'ʧek-mA', 'predicted_sr': 'ʧek-mA'}
{'sf': 'deɰerlerin', 'freq': '313', 'analysis': 'Stem-pl-gen', 'segmentation': 'deɰer-ler-in', 'ur': 'deɰer-lAr-Hn', 'predicted_sr': 'deɰer-lAr-In'}
{'sf': 'dostluk', 'freq': '313', 'analysis': 'Stem-lik', 'segmentation': 'dost-luk', 'ur': 'dost-lHk', 'predicted_sr': 'dost-lUk'}
{'sf': 'mɑkinɑlɑrɯ', 'freq': '313', 'analysis': 'Stem-pl-p3s', 'segmentation': 'mɑkinɑ-lɑr-ɯ', 'ur': 'mɑkinɑ-lAr-H', 'predicted_sr': 'mɑkinɑ-lAr-I'}
{'sf': 'metinler', 'freq': '313', 'analysis': 'Stem-pl', 'segmentation': 'metin-ler', 'ur': 'metin-lAr', 'predicted_sr': 'metin-lAr'}
{'sf': 'kurumuun', 'freq': '311', 'analysis': 'Stem-p3s-gen', 'segmentation': 'kurum-u-un', 'ur': 'kurum-H-Hn', 'predicted_sr': 'kurum-U-Un'}
{'sf': 'oturɑn', 'freq': '311', 'analysis': 'Stem-part:pres', 'segmentation': 'otur-ɑn', 'ur': 'otur-An', 'predicted_sr': 'otur-An'}
{'sf': 'tɑnɯmɑ', 'freq': '311', 'analysis': 'Stem-vn:inf', 'segmentation': 'tɑnɯ-mɑ', 'ur': 'tɑnɯ-mA', 'predicted_sr': 'tɑnɯ-mA'}
{'sf': 'toptɑn', 'freq': '311', 'analysis': 'Stem-abl', 'segmentation': 'top-tɑn', 'ur': 'top-dAn', 'predicted_sr': 'top-dAn'}
{'sf': 'giderler', 'freq': '309', 'analysis': 'Stem-pl', 'segmentation': 'gider-ler', 'ur': 'gider-lAr', 'predicted_sr': 'gider-lAr'}
{'sf': 'olmɑɯp', 'freq': '309', 'analysis': 'Stem-neg-cv:ip', 'segmentation': 'ol-mɑ-ɯp', 'ur': 'ol-mA-Hp', 'predicted_sr': 'ol-mA-Ip'}
{'sf': 'jɑzɯlɯmlɑrɯ', 'freq': '309', 'analysis': 'Stem-pl-p3s', 'segmentation': 'jɑzɯlɯm-lɑr-ɯ', 'ur': 'jɑzɯlɯm-lAr-H', 'predicted_sr': 'jɑzɯlɯm-lAr-I'}
{'sf': 'seklinde', 'freq': '308', 'analysis': 'Stem-li-p2s-loc', 'segmentation': 'sek-li-n-de', 'ur': 'sek-lH-n-dA', 'predicted_sr': 'sek-li-n-dA'}
{'sf': 'elemɑnlɑrɯɯn', 'freq': '307', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'elemɑn-lɑr-ɯ-ɯn', 'ur': 'elemɑn-lAr-H-Hn', 'predicted_sr': 'elemɑn-lAr-I-In'}
{'sf': 'tehlikee', 'freq': '306', 'analysis': 'Stem-dat', 'segmentation': 'tehlike-e', 'ur': 'tehlike-A', 'predicted_sr': 'tehlike-A'}
{'sf': 'tesislerin', 'freq': '306', 'analysis': 'Stem-pl-gen', 'segmentation': 'tesis-ler-in', 'ur': 'tesis-lAr-Hn', 'predicted_sr': 'tesis-lAr-In'}
{'sf': 'jɑpmɑdɑn', 'freq': '306', 'analysis': 'Stem-vn:inf-abl', 'segmentation': 'jɑp-mɑ-dɑn', 'ur': 'jɑp-mA-dAn', 'predicted_sr': 'jɑp-mA-dAn'}
{'sf': 'ylkeleriin', 'freq': '305', 'analysis': 'Stem-pl-p3s-gen', 'segmentation': 'ylke-ler-i-in', 'ur': 'ylke-lAr-H-Hn', 'predicted_sr': 'ylke-lAr-I-In'}
